source_id,ra,dec,redshift,log_Lx,Lx,gamma,log_NH,NH,flux_soft,flux_hard,flux_total,HR,EW_Fe,L_opt,L_IR,SFR,alpha_OX,log_Lx_LIR,log_Lx_SFR,detection_likelihood,true_class,survey
xmm_cosmos_AGN_00010,150.4856504541106,1.7420552715115005,0.21545203443523891,43.47878889964063,3.011541828525431e+43,1.9180690629823078,23.731621056242645,5.3904007770516635e+23,3.029533900229809e-16,1.5501506780293145e-13,1.5531802119295443e-13,0.9960988638898388,197.98777630311082,3.824797239578184e+44,1.4444991979502072e+45,3.038394177470348,0.42386669476202404,-1.6809284054001665,3.58117143652243,65.75775051486467,AGN,XMM-COSMOS
xmm_cosmos_AGN_00011,150.33530249558925,1.8207800649717358,0.39260846731284066,42.87973111523444,7.581080622147666e+42,2.1319422567667745,21.20139715546805,1.590000114034801e+21,4.203127442083858e-15,9.807297364862334e-15,1.4010424806946193e-14,0.39999971449851085,100.30702617101106,2.392244605031971e+43,7.101443304141243e+43,3.4549954063942545,0.19164459594388156,-0.9716155088821381,2.9263102929713383,20.321605330377828,AGN,XMM-COSMOS
xmm_cosmos_AGN_00012,150.42469361827855,2.377339353380981,1.0829849724517748,43.09721947670704,1.2508910255449008e+43,1.43480097068016,20.534281487403014,3.4220116789187786e+20,5.888432790514592e-16,1.3739676511200714e-15,1.9628109301715306e-15,0.39999796211669714,35.3283378031307,6.878715689384198e+43,3.3665116345810814e+45,1.2834334492752684,0.28427054702710847,-2.4299606430105243,3.5738727749043395,24.916368503074445,AGN,XMM-COSMOS
xmm_cosmos_AGN_00013,149.84920957461267,2.2259556788702395,0.7728662960380859,44.335088488734925,2.1631592286684566e+44,2.0579344484004087,19.696258382719385,4.9688785606227075e+19,2.3410621555776363e-14,5.4624783630144845e-14,7.803540518592121e-14,0.39999994874122224,27.818091237995258,4.2403862540709665e+45,9.355427124640736e+44,12.455570609717952,0.4962497008382015,-0.6359751313897206,3.8247515127072873,123.70486745536262,AGN,XMM-COSMOS
xmm_cosmos_AGN_00014,150.1519612595026,1.72426930946056,1.2218844281278651,43.77715856759758,5.98630124232844e+43,1.6959925835264527,22.616126848580503,4.1316816238056116e+22,1.3829304009432182e-15,4.877685133763586e-15,6.2606155347068044e-15,0.5582117495203349,393.23457502662586,1.3295197839565439e+45,7.05582363502389e+44,27.094881476000435,0.5170699148733474,-1.0713891491841778,2.9292979640543853,72.27086444492694,AGN,XMM-COSMOS
xmm_cosmos_AGN_00015,149.86771580305944,1.7652023676817254,1.460919945180191,42.89905646026886,7.926043659752748e+42,1.560871584063841,20.981688064622162,9.587117819914142e+20,1.779338272105361e-16,4.1517893015791755e-16,5.931127573684537e-16,0.39999325603351016,105.74506305358099,2.0204444931046904e+44,7.559129860568041e+43,3.740510913619139,0.5400539379718076,-0.9794153460123738,2.9111521860838865,23.985010183121062,AGN,XMM-COSMOS
xmm_cosmos_AGN_00016,149.78077236244084,1.5243159664314538,0.9401824117122601,43.77292157985332,5.928182702766889e+43,1.9830072397990057,20.913591624518013,8.195805145061462e+20,3.958635814079533e-15,9.23681689951891e-15,1.3195452713598444e-14,0.39999969686549935,75.87482595110163,6.9277652533802136e+44,8.035688252855818e+46,6.498807513214882,0.40998588801831193,-3.1321014999537695,3.5451145579999963,61.848439314763695,AGN,XMM-COSMOS
xmm_cosmos_AGN_00017,150.05680126245835,2.436154774160781,0.5037243701483364,43.400694088894674,2.5159041349337896e+43,2.1221022453843212,20.076603140965798,1.1928975344674469e+20,7.709085556361595e-15,1.7987866298177053e-14,2.569695185453865e-14,0.39999984433957503,172.37813219824636,6.970605049426208e+43,2.2134316587076152e+44,1.7519323866796022,0.16994933286031486,-0.9443720284731114,3.7422033997416673,69.54127988789685,AGN,XMM-COSMOS
xmm_cosmos_AGN_00018,150.3093611554785,2.3101133946791808,0.49307896322046757,43.62298008475642,4.1973973573644563e+43,1.9174626155338,19.92851485108469,8.482323880146939e+19,1.3537641445900082e-14,3.158783004043352e-14,4.51254714863336e-14,0.39999991135828655,128.0027398682936,2.314758600222114e+45,5.6919531394193906e+45,0.6473890001982237,0.6687458386896542,-2.1322812312209436,4.396841420764148,110.89750236839575,AGN,XMM-COSMOS
xmm_cosmos_AGN_00019,149.83799515685155,1.875582952639944,0.4722437383221742,43.51914545157267,3.30480205157577e+43,2.1615741966437176,20.785445255346584,6.101621382826529e+20,1.1819239729574072e-14,2.757822603567283e-14,3.93974657652469e-14,0.3999998984706527,116.84405188092136,1.9361021697433898e+45,1.440532783896503e+45,3.8733831684841813,0.6788286029146738,-1.6393776949058463,3.5160816425756902,14.934801959368027,AGN,XMM-COSMOS
xmm_cosmos_AGN_00020,150.2699935530986,1.715821027496843,0.678215063686015,43.56549931150906,3.677048104520146e+43,2.5943975700020525,22.0,1e+22,5.4805751514918485e-15,1.2788008686814312e-14,1.826858383830616e-14,0.3999997810449979,91.49060241169403,3.384802854797129e+44,5.234433294340127e+45,3.4051794951137895,0.37018908176842796,-2.1533703581804176,3.6183859539905083,58.760980932824644,AGN,XMM-COSMOS
xmm_cosmos_AGN_00021,149.57845638134228,1.5253507434154576,0.42223391298291996,45.41122876591397,2.5776785993449496e+45,2.45302412749616,19.5,3.162277660168379e+19,1.2033363584116141e-12,2.8077848362937662e-12,4.01112119470538e-12,0.3999999990027726,146.8523183786149,5.063559566699518e+46,4.410923435416923e+46,0.4628431285003062,0.49659922843572984,-1.233300753468491,6.330821597488416,174.3689961634301,AGN,XMM-COSMOS
xmm_cosmos_AGN_00022,150.4548652806632,2.2378969166957683,1.497788704161076,44.1926041553361,1.5581316713289099e+44,1.539911077883267,22.332749382079527,2.1515397893112765e+22,2.6524032676212736e-15,7.674613713968244e-15,1.0327016981589518e-14,0.48631716129921077,93.20089836898754,1.8850864662687748e+46,8.621705455559982e+45,0.7405562010084631,0.7997672141339699,-1.7429890265765735,4.908072784532804,50.411524096566566,AGN,XMM-COSMOS
xmm_cosmos_AGN_00023,149.597834160651,1.9916158751168322,2.0840009039408236,42.43853458709128,2.7449509419004787e+42,2.453114739325554,23.133455574593313,1.3597390640024836e+23,6.605836687041035e-18,6.003877053593388e-17,6.664460722297492e-17,0.80163901754229,104.34942391624128,1.926193239632402e+43,6.253158117032233e+43,27.28995630068425,0.32492746260119293,-1.3575648232760003,1.587558398884313,42.07251660471856,AGN,XMM-COSMOS
xmm_cosmos_AGN_00024,150.15869363161895,1.6629344270814297,0.8170503802304964,42.50177345442812,3.175217316761178e+42,2.3897233911794906,19.784929311019685,6.094376925827475e+19,2.997298853823726e-16,6.993697325588693e-16,9.99099617941242e-16,0.3999959964352978,23.70898592164278,2.6449051300158483e+44,1.3811987089232727e+43,12.066515527121947,0.7375244715006929,-0.6384827092923331,2.0052182303798203,13.659121812812042,AGN,XMM-COSMOS
xmm_cosmos_AGN_00025,150.04561678931594,2.441464808776525,1.0082200494150524,43.33803397933476,2.177880163705809e+43,1.918268982135148,20.556758672625623,3.603783334886493e+20,1.2236723921093446e-15,2.8552355815884707e-15,4.078907973697815e-15,0.3999990193477717,59.30405537791258,7.397744309662834e+44,2.9441082393012402e+44,35.94668291749688,0.5879290895080403,-1.130919793337199,2.3674018105558163,34.39637636750936,AGN,XMM-COSMOS
xmm_cosmos_AGN_00026,150.1289428467799,2.377472013527053,1.2520641309730982,43.00184038414353,1.0042466325917171e+43,1.8375633248928174,20.253499532670585,1.792666623337344e+20,3.301389995769667e-16,7.703243323462556e-16,1.1004633319232223e-15,0.39999636520042425,21.88376025445692,8.0752877314306825e+43,1.0270737800676642e+45,4.76988318209055,0.3476419666667107,-2.009761258212613,2.9083592931901854,76.41467893822002,AGN,XMM-COSMOS
xmm_cosmos_AGN_00027,150.276412960742,1.8408035402530178,0.5744583534106124,42.99623931418791,9.91378084656514e+42,2.1630263949856974,22.87364680256163,7.47561286182805e+22,1.0478458174340998e-15,5.1634016711005595e-15,6.211247488534659e-15,0.6625962393707477,748.5507335210345,3.172666675152302e+44,2.652383679850204e+43,0.7757377887158269,0.5779910909632253,-0.42739703284092917,3.6915510183580196,143.5068962199663,AGN,XMM-COSMOS
xmm_cosmos_AGN_00028,149.88920167873417,1.5108376514802984,0.8401750948793242,44.37902148158975,2.3934341403612002e+44,2.147624904696409,22.90675481800032,8.067794323775326e+22,9.413554514219638e-15,4.921644979276512e-14,5.863000430698476e-14,0.6788825783009174,399.2668521301448,1.705143308866574e+46,7.791548647239955e+45,6.933882623264799,0.7114519309736325,-1.5126023049796586,4.123071647971453,127.89536484812268,AGN,XMM-COSMOS
xmm_cosmos_AGN_00029,149.82866454536992,2.1725184560770385,0.7801934281181622,43.28316763016917,1.9194094566087925e+43,1.7160715951274865,20.548497982496357,3.5358837851101875e+20,2.0296633483392105e-15,4.735881146124825e-15,6.765544494464035e-15,0.39999940876982026,99.93840643124197,6.0359570788811405e+44,5.104351460106146e+43,1.8906591642123616,0.5750701488838867,-0.42477293991887427,3.5915810380933033,79.79189368315386,AGN,XMM-COSMOS
xmm_cosmos_AGN_00030,149.64299168205284,2.2615106317174725,1.6475607382618491,44.00267640741142,1.0061816840396877e+44,1.8963259681459255,22.051372814257086,1.1255707904685975e+22,1.500375865046086e-15,3.9179579731251835e-15,5.41833383817127e-15,0.446184697812579,169.61919735430894,4.900453517537426e+45,2.596820784481425e+45,1.2225071324632266,0.6480229888162076,-1.4117655710987194,4.500451657836859,58.14528398740175,AGN,XMM-COSMOS
xmm_cosmos_AGN_00031,150.44724857738385,2.486001063822871,0.7732841738387564,43.153357274477955,1.4234993542709087e+43,1.96114681825824,20.26448084719084,1.8385728692238713e+20,1.5385267947474678e-15,3.589895854410758e-15,5.128422649158226e-15,0.39999922003460436,27.092309422224535,2.947014299625265e+44,2.2180425719951702e+45,1.8251944298279055,0.505353587972666,-2.1926126030453545,3.4770747917947973,79.99496150581709,AGN,XMM-COSMOS
xmm_cosmos_AGN_00032,149.55630327568184,1.618817916268072,0.5628425361965995,43.329242278630524,2.1342352008411546e+43,1.9932722696794012,21.237678108474775,1.7285347244022101e+21,5.005266865936341e-15,1.167895602051813e-14,1.668422288645447e-14,0.39999976025268724,209.45901403824723,3.3092850296691728e+44,1.6893695416790663e+44,3.095589978328619,0.4571488880826837,-0.8984823812173133,3.4235254986559007,16.251311600372816,AGN,XMM-COSMOS
xmm_cosmos_AGN_00033,150.4632225394406,1.5121544746898163,0.7937974816711624,44.51691058078473,3.287839288236619e+44,2.1312589304392118,20.44561992577157,2.790101006494911e+20,3.3320638187600314e-14,7.77481557710674e-14,1.1106879395866772e-13,0.3999999639862873,46.917532593644694,8.274970264291888e+45,6.471274747210246e+45,5.355971127805714,0.5379286506429971,-1.2940792580212985,4.373099005599494,185.12634614397408,AGN,XMM-COSMOS
xmm_cosmos_AGN_00034,150.0843143119231,2.401158010490989,1.1963484813432488,43.51007392062544,3.236487400180281e+43,1.9293028295646495,20.113495108072268,1.2986589355488005e+20,1.1908378787638388e-15,2.778621717115624e-15,3.969459595879463e-15,0.3999989923086943,79.23551465448352,2.726752528479458e+45,3.851557769936742e+45,37.72169756316268,0.7394195726966473,-2.075562495651127,2.5185093438988413,12.32557308717405,AGN,XMM-COSMOS
xmm_cosmos_AGN_00035,149.57773463696498,2.4743948076661666,0.5412478075928329,43.41125445149639,2.5778310561152533e+43,2.1928927379443306,20.08013907890961,1.2026495106663793e+20,6.644671657664814e-15,1.5504233867884565e-14,2.2148905525549378e-14,0.39999981940425045,69.8446879043279,2.0490762931901655e+44,3.3948039115569205e+45,0.39349057774468743,0.3457166120747479,-2.1195602424107847,4.40134676602358,224.19327877762692,AGN,XMM-COSMOS
xmm_cosmos_AGN_00036,150.48727612931495,1.6504168911035282,1.31443219383679,45.000936671372706,1.0021590930316082e+45,2.185127151455815,20.211548172168797,1.6276018400689406e+20,2.9212145728794254e-14,6.81616733671866e-14,9.737381909598085e-14,0.39999995892120055,34.197892328039075,3.4739220388711724e+45,3.979348095008721e+47,12.29476013739994,0.20731522425203638,-2.59887525951261,4.4962432630412446,55.08620651078679,AGN,XMM-COSMOS
xmm_cosmos_AGN_00037,150.36472237625506,2.3129010091300777,0.6870552817313229,43.772737758847164,5.925674050304775e+43,1.8740759479505158,20.442730077373692,2.7715969667894362e+20,8.556990765981392e-15,1.9966311787289915e-14,2.8523302553271307e-14,0.39999985976383384,62.86679490618792,3.9052236868983284e+45,1.6127258989637223e+45,2.9665899481641382,0.6984607318989056,-1.4348228015466873,3.885506890025183,418.6222798909041,AGN,XMM-COSMOS
xmm_cosmos_AGN_00038,150.1181282404579,1.8581627180328404,1.0042037709348142,43.53758447501179,3.4481367006893773e+43,1.764980358556227,20.81142496617375,6.477761681651318e+20,1.9566000066636914e-15,4.565400015548613e-15,6.522000022212304e-15,0.39999938669214147,31.063707545047095,6.276713284591536e+44,2.219462315284606e+45,7.174761004525751,0.4838967612886854,-1.8086633004352493,3.2668036879965276,16.026956069923465,AGN,XMM-COSMOS
xmm_cosmos_AGN_00039,149.90348286621239,1.6340152284506408,0.40668608808782275,43.69386694886649,4.941592723903064e+43,2.514219676339071,21.089648592031914,1.2292737054674715e+21,2.5211219562409855e-14,5.882617897895632e-14,8.403739854136617e-14,0.3999999524021496,84.22032952171901,8.464984935641979e+44,6.453790401478328e+45,3.8286358909771083,0.47376354843074114,-2.1159479079312504,3.6958495346415994,11.460251071604734,AGN,XMM-COSMOS
xmm_cosmos_AGN_00040,150.40415869449376,1.8482554670233005,1.6758169197516322,44.59490524602588,3.934642204253378e+44,1.6105229618259687,22.84302572999922,6.966677873283337e+22,3.1373733842366664e-15,1.4692712105879673e-14,1.7830085490116338e-14,0.6480805853254356,52.19772143985032,2.109198673131402e+46,1.095624043199972e+45,0.8097868940354916,0.6640175014751222,-0.44475630814613254,5.271561154387951,46.076251403616055,AGN,XMM-COSMOS
xmm_cosmos_AGN_00041,149.8287516102875,2.1334008543167258,0.1956582542793303,43.1106284031658,1.2901149358868106e+43,2.300333692259241,19.648308780322424,4.44947509583013e+19,3.531075511574101e-14,8.239176193672903e-14,1.1770251705247004e-13,0.3999999660160227,69.1669573896558,1.9180262814103673e+44,4.044910525655919e+44,5.029903621133074,0.4501348418118505,-1.4962805161956751,2.9940953916521913,23.731423385780147,AGN,XMM-COSMOS
xmm_cosmos_AGN_00042,149.67701048427674,1.5887025337570555,1.340816285632417,42.74809617093812,5.598815689335901e+42,1.7458399247989917,19.970393239055525,9.340997138859126e+19,1.5537341402825003e-16,3.625379660659167e-16,5.179113800941667e-16,0.39999227682008553,71.39049133172749,2.8525492264128105e+43,3.55241814965937e+44,1.7173989411980177,0.2715405991035768,-1.8024279093107083,3.0982516321535214,16.427810674667626,AGN,XMM-COSMOS
xmm_cosmos_AGN_00043,149.58175903194888,2.373578624106777,0.5303074926771048,42.35272890461398,2.2528325096044394e+42,1.8425401528260121,23.482362566458196,3.036425055821881e+23,2.928349198369303e-17,1.423319160383844e-15,1.452602652367537e-15,0.9596747392555651,112.03171903000462,3.7184391644169184e+43,1.4503816584540004e+44,12.656614030570857,0.4675706019785721,-1.8087533944143246,1.8354380203552523,136.8346773189464,AGN,XMM-COSMOS
xmm_cosmos_AGN_00044,149.96253471613315,2.2474709381337563,0.9140569145185974,43.32322432037342,2.1048653572458442e+43,2.0842500100130277,22.878753855023653,7.5640406656279e+22,7.072417319596296e-16,3.5159830805256743e-15,4.223224812485304e-15,0.6650687146881958,85.23485467722998,2.4305159296667315e+44,2.767397992313765e+43,0.5525918417842415,0.40799007414688365,-0.11884730115865243,4.165846503501878,11.868647616073924,AGN,XMM-COSMOS
xmm_cosmos_AGN_00045,149.74247050363473,1.7692432309493809,2.984700521350527,44.181121673903064,1.5174754506842134e+44,1.6036192462610375,22.0,1e+22,5.950080766406514e-16,1.3883521788281865e-15,1.983360255468838e-15,0.3999979832308218,29.06890708325307,8.727887297766081e+45,3.9390738223734636e+46,0.18690738939124507,0.6757583829954383,-2.4142724461162857,5.4945218543639855,33.6832492401236,AGN,XMM-COSMOS
xmm_cosmos_AGN_00046,149.93165954622967,1.6275803027955638,0.5961527770734596,42.634761597108486,4.3128226248001424e+42,2.4061424905217694,20.940819878474727,8.726093828276329e+20,8.799593382657891e-16,2.0532384559535077e-15,2.9331977942192967e-15,0.3999986363052737,75.20291374791081,7.472152913871491e+43,4.1494551643216814e+43,18.262576099464926,0.47565471506834367,-0.9832294792030396,1.9582262105028396,26.688109013085196,AGN,XMM-COSMOS
xmm_cosmos_AGN_00047,149.66068137325956,1.6865670240513058,1.5389925821779022,44.616585548742854,4.13604779541537e+44,1.5071052129964304,19.80071621309043,6.319987409446937e+19,8.16534984285697e-15,1.9052482966666262e-14,2.7217832809523232e-14,0.3999998530375817,28.58744036999095,1.2533436559180243e+46,6.945757348079727e+45,1.538167159925904,0.5688900934445892,-1.2251340583011725,5.014608665899237,26.780292410772326,AGN,XMM-COSMOS
xmm_cosmos_AGN_00048,150.42937598912758,2.05676289301393,1.0395805373842464,42.835239906871166,6.842895485366204e+42,1.9811370477339516,22.47488094527543,2.9845643372960024e+22,2.644553402873461e-16,8.316624799400097e-16,1.0961178202273558e-15,0.517464413534377,126.08869906136457,5.582827917783772e+43,6.144331550685968e+44,5.629354438550322,0.35005990453088087,-1.9532347354954567,2.669807965088158,52.386378072929325,AGN,XMM-COSMOS
xmm_cosmos_AGN_00049,150.11062004244164,1.7886305532402558,0.4574698967711127,44.24640971231068,1.7636390744614872e+44,1.671479525281654,22.11837042172874,1.3133195879039992e+22,5.967196866656997e-14,1.5877564892220393e-13,2.184476175887739e-13,0.45367249509432034,156.27274439670478,3.499199164345848e+44,2.9596349427061685e+45,2.221476893577979,0.11426263667241163,-1.2248284338341975,4.4847945640007705,53.522653414622184,AGN,XMM-COSMOS
xmm_cosmos_AGN_00050,150.26022785988968,2.0956387406078445,0.9485091537228901,42.531187040190034,3.3977157253013884e+42,1.704449167659352,22.523699335658208,3.3396375512070683e+22,1.589691744884812e-16,5.1799828310821e-16,6.769674575966912e-16,0.5303413054465695,71.65239902478974,1.7152737635661193e+44,4.842302522572281e+43,8.276487358201264,0.6540082193691714,-1.1538648782861074,2.1983676361866444,41.89283220226359,AGN,XMM-COSMOS
xmm_cosmos_AGN_00051,150.34182877675826,1.6397723766262895,0.40504160703761927,42.08380544932648,1.2128454110230127e+42,1.5902112792897114,20.685572936685656,4.848115264536227e+20,6.247280957529304e-16,1.457698890090171e-15,2.0824269858431014e-15,0.39999807917357055,242.89018122089925,9.589873003998021e+42,7.527172986872231e+43,19.501456451926153,0.34483484415056137,-1.7928264476272489,1.3787650538180647,89.3025055515934,AGN,XMM-COSMOS
xmm_cosmos_AGN_00052,149.93913490857022,1.8769444294249076,0.6769993411519547,43.1539534497443,1.4254547967227788e+43,2.018335642713489,20.289507759589867,1.947635848267087e+20,2.13394705537202e-15,4.979209795868047e-15,7.113156851240066e-15,0.3999994376625653,79.23007650768355,6.159079380293258e+44,2.8730245062634044e+44,12.606860902488007,0.6280559430588856,-1.304385880699293,2.6383731406915096,41.05805299498013,AGN,XMM-COSMOS
xmm_cosmos_AGN_00053,150.124237995914,1.6168980407083642,0.721473018100758,44.34127443253733,2.1941910160402954e+44,1.6469365113263588,20.663463686882082,4.6074824205582696e+20,2.8113185231762478e-14,6.559743220744578e-14,9.371061743920826e-14,0.3999999573154069,58.7465393886969,2.7022415541683863e+45,2.3807890939293536e+46,3.5302887029606196,0.4187326984686988,-2.0354464918891253,4.3784908616218186,150.53083419661044,AGN,XMM-COSMOS
xmm_cosmos_AGN_00054,149.74848913981447,2.243946292572677,0.3063984203563679,44.415003234565546,2.6001789288680557e+44,2.001548922248324,20.2923560430496,1.9604512308605842e+20,2.5714346883757667e-13,6.000014272876789e-13,8.571448961252556e-13,0.3999999953333445,80.99310864392226,5.080849865529173e+45,1.1586055014527268e+46,1.8634577489092834,0.4957183209712321,-1.6489323517802035,4.7297103363648505,11.705376992891896,AGN,XMM-COSMOS
xmm_cosmos_AGN_00055,149.64991742734878,1.7292513952326414,0.5066800723513109,44.7078170499677,5.102899909416991e+44,2.0206103440140764,21.01876997212895,1.044167020534871e+21,1.5417881134990366e-13,3.597505598164419e-13,5.139293711663456e-13,0.3999999922168295,29.379510807902186,4.4958193329371347e+45,9.549970461160067e+46,1.8953142194393653,0.36287685141988735,-2.2721849783097596,5.015162481119703,74.05215488224528,AGN,XMM-COSMOS
xmm_cosmos_AGN_00056,149.6533514031161,2.086229832016797,2.005081555687262,44.58451028704396,3.841583585509233e+44,2.02403047096711,23.438397906279032,2.7440871890607772e+23,2.5450877262972595e-16,9.234671814885744e-15,9.48918058751547e-15,0.9463571164932488,227.25495813797903,7.855071863112324e+44,9.597030476019604e+46,6.717115688265781,0.11928571221037969,-2.3976265868935087,4.342354110896115,45.24972203965886,AGN,XMM-COSMOS
xmm_cosmos_AGN_00057,149.65253904291427,2.076288360166813,0.9565064596235318,43.33772302426388,2.176321358515387e+43,1.9140746304850775,20.554697397302448,3.586719362667757e+20,1.392767832761323e-15,3.24979160977642e-15,4.642559442537743e-15,0.39999913840814877,115.42965924207665,7.954380032387775e+44,9.286234499858545e+44,5.260879236214157,0.6001471917885501,-1.6301166221897603,3.201691343636326,56.66104285170075,AGN,XMM-COSMOS
xmm_cosmos_AGN_00058,149.55476163882204,1.835197241645901,3.5770888574845485,43.09102745885505,1.2331828004118325e+43,1.6031185539224257,20.437106539950175,2.7359398173601405e+20,3.133165387043706e-17,7.310719236435314e-17,1.0443884623479021e-16,0.3999617037416478,166.05744886547544,2.083962573139549e+44,1.7682447199582448e+45,0.4505756160264601,0.4714991831594307,-2.156514911082567,4.022286425741644,91.19039555330893,AGN,XMM-COSMOS
xmm_cosmos_AGN_00059,149.9524395161327,1.6408570203797999,3.399540432479638,44.18179719122421,1.5198376234300644e+44,1.203778787806561,19.855019550129473,7.161756487333199e+19,4.3609004410213306e-16,1.0175434362383104e-15,1.4536334803404435e-15,0.39999724829364686,127.00071613324525,5.423227276139451e+44,6.027513345848743e+44,2.342245523257728,0.21214487576378632,-0.5983409894216365,4.3971914256993045,19.70272516040484,AGN,XMM-COSMOS
xmm_cosmos_AGN_00060,149.56707647738844,2.249960470399178,0.11561271766946601,43.45656410678575,2.8613046904447785e+43,1.8307196409373965,20.84810318240671,7.048605142565535e+20,2.4773941357648467e-13,5.780586316784642e-13,8.257980452549489e-13,0.3999999951562007,100.03126180142785,3.327513004958783e+44,1.9617721350688594e+44,61.189922286251765,0.40917337141347343,-0.8360844547549959,2.25491085719,21.78014191251316,AGN,XMM-COSMOS
xmm_cosmos_AGN_00061,149.94076274693822,1.900763060875326,1.048514863485914,43.40812478441358,2.559321142647612e+43,1.9465109870786554,22.483623364892,3.0452528961133327e+22,9.625161693141764e-16,3.0453588292117466e-15,4.007874998525923e-15,0.5196862336777698,174.8066155514271,2.1697634983617067e+44,5.5115550028765784e+45,0.14802133660030983,0.3564624439423169,-2.3331493614241694,4.822827114967448,51.00817285689374,AGN,XMM-COSMOS
